Season:,Champion:,Rarity_Score:,Rank:,Image:
2,39,81.48792116,152,https://ergotokens.org/#/?token=30b46ab604d3c5f89d45b4bebd7aae3eb80926f6d8d9fbe863bf81dca8c81e8f
2,40,66.31137754,942,https://ergotokens.org/#/?token=3354d56140a759edbedf30954cfff5ff94a186adcd26c3c44dec8ab847ab13f6
2,41,59.75945293,1372,https://ergotokens.org/#/?token=34cd09c34f5ddc26aec8d199893248a091a635e873b763c45bec7e4a2e9bef5f
2,42,68.49854819,765,https://ergotokens.org/#/?token=35d5c06f332571f3089b6389901535f70e9abe2df5744819911c7d6045e15f33
2,43,70.6719294,622,https://ergotokens.org/#/?token=35edaedb30758c542e4a12c6ec0aaba87966090cf9849e836d116b14b6b8daa1
2,44,104.6585584,1,https://ergotokens.org/#/?token=35fbca5c63e670fe5eecac5ee8d46a658ad66dce8afce24592a2a5b40dde1318
2,45,65.99594436,958,https://ergotokens.org/#/?token=377fa822216fd469724b975a7b9248884398053cb9afcb5b57ddb98a38090b9a
2,46,74.42193578,402,https://ergotokens.org/#/?token=378f93c34e9b9d253e5fff6b515bb195a13be2161dfade7a82b6bf6c63f27276
2,47,56.66743752,1476,https://ergotokens.org/#/?token=37a312696feb6241d5395d336ed2cb04967e369e8e227baf2eb55f38f2f219e0
2,48,77.49998273,281,https://ergotokens.org/#/?token=37f0bd52870b623e350ae32744705a2f27669d26a6ff5ac623094abbecac90e8
2,49,66.80342638,910,https://ergotokens.org/#/?token=39be92f42be9adc59510dba440644ab01b28d37c67385700c4492b90d7e24519
2,50,68.5549152,759,https://ergotokens.org/#/?token=3a7807692fcdacc17769100262df039547e8bd47c8fd35ed440ca5cf4ade8e7c
2,51,57.82346402,1455,https://ergotokens.org/#/?token=3d5137616e456d67a1fe1bc522e58af24f32f698ddc3dff9bf9a5a3727087c10
2,52,64.71038655,1054,https://ergotokens.org/#/?token=3da1334c61eef4701c70d22c30892eb0c3b98bd62f1a73e008d4093a7d928a65
2,53,73.28735029,455,https://ergotokens.org/#/?token=3f75dfa7d3fc64b9e00e8813545688297435237d9dff1a3f5ca6184b91ecac65
2,54,83.00354259,119,https://ergotokens.org/#/?token=40d4eed26786e24bd30cfa42fde734f86a1e57347b3d2eec10783b43fc7fdc48
2,55,81.84068616,143,https://ergotokens.org/#/?token=430b7387e1db9cb7720bded1db66f9ed9d68c7523800129a95bbf652d55447b6
2,56,60.76183079,1309,https://ergotokens.org/#/?token=439d2abde78b4925da4b36b0bcb48da2d96c4c6d07490e546780c2f3361dede9
2,57,69.41228448,695,https://ergotokens.org/#/?token=44f909f37d1a75f27727ee8e6249f2e5a28dde67f7f0840d1a0b5d24e6a1c21b
2,58,79.92297103,198,https://ergotokens.org/#/?token=44faacf022822e163f159e81c11465e2e0f124618804c9bd763f21d96c4e97c1
2,59,57.31167465,1463,https://ergotokens.org/#/?token=487ce4310f1141f93ad05bab759f6484effc53fb93eceabf1da4b8e395a3995a
2,60,69.7276247,677,https://ergotokens.org/#/?token=489a692796df6dd36cedf230942c1c325ddd8139048e0ec70a58d1f68d80687d
2,61,73.87316698,428,https://ergotokens.org/#/?token=48d6d3000f87125f657653d6a16d9ad2c6e619092ab4bcfa83b64c544f23aca1
2,62,76.8264392,300,https://ergotokens.org/#/?token=494f3d8fda73c7087ca97ae6f50bd9b499e082bc36f2dcfbd5be5b93e39cb328
2,63,69.69167469,680,https://ergotokens.org/#/?token=4a4f2c441452f67d08f37d26b25499368dbe63b729b90f1670e04cdbd4330c0d
2,64,56.17448151,1485,https://ergotokens.org/#/?token=4abaa65f3928db35ec20c720d31e29c2efe8c5d400bb39d75396e212f73723e9
2,65,60.35835,1334,https://ergotokens.org/#/?token=4c530c32751b750b90321e070c7d5a821e478276d6d7d16d276b1b706114642c
2,66,71.38636677,580,https://ergotokens.org/#/?token=526cbe212abf3c5640f44006c7cde431ff73afb5b0e1121167b11db80079b8a1
2,67,65.3955829,998,https://ergotokens.org/#/?token=529a4798bd6d32682fd79551a2da55d96daa6116b5b3b16f95ee619d700f7b28
2,68,61.81743285,1238,https://ergotokens.org/#/?token=53dd7bc8ae5eaced2b085cadf74fbddc4386f980f75f00c5aaf00f14fb9099f0
2,69,66.37316515,938,https://ergotokens.org/#/?token=549a6999d5c64ef2525ce41d903863ac98a330e572dd075b78f27caaeb3c2510
2,70,92.73898461,21,https://ergotokens.org/#/?token=56a343e59a65a430795768e5d3197e2b184ec216d47f884acfc935ca2e650956
2,71,53.76936354,1499,https://ergotokens.org/#/?token=57ed4dbbbe9953eba54262e1b3539429d1050c118b3fbc91a3c10187e7a4821e
2,72,60.34960751,1336,https://ergotokens.org/#/?token=5a1e25c912a5daa9d21a53d0ca0b916c2a284fffec3397be35f7201bccc747cd
2,73,65.18572318,1015,https://ergotokens.org/#/?token=5abb8be792f7d51e4ee6fd083afe5099028f84ea92aba8bfa729ad1e6fe93923
2,74,79.56256538,212,https://ergotokens.org/#/?token=5ae5d1a6658b49c0e37c90a2ec68e990057bb0c5d1e0c12f06bc3321f46a0c67
2,75,60.06207676,1351,https://ergotokens.org/#/?token=5d33dec08a1dd2b469662915b8b4bd3ae808196f59dc3abd74cf93b8f8ca4ff8
2,76,75.52347227,368,https://ergotokens.org/#/?token=5d3d56b9a5d0350e5bb1f7846b9780960201342897e90abce4c7393ddee1bc1c
2,77,63.11588189,1155,https://ergotokens.org/#/?token=5e41c50ebef60d8bf92f5179a93e68dd9a677ad5cfad9a92fad4aa6dcf114021
2,78,87.03353545,61,https://ergotokens.org/#/?token=5f703a37ddf15dbc3ea43380a8479ed65906162245398065c171d4a12203263f
2,79,81.37644707,155,https://ergotokens.org/#/?token=627e4c2a003b5c7b2d4cc335c2a2a797ecdb05987f7d746c789edce5d60c6082
2,80,56.88091363,1471,https://ergotokens.org/#/?token=629daab788c1407d35c1c4a3e22af91bd87f950e579b5571e4576d5e5e7f302f
2,81,75.37126657,373,https://ergotokens.org/#/?token=62ce48f3985402fc83d23e7b69040fea229b38886602ceffb7fa80b06e30d4ea
2,82,59.40559663,1389,https://ergotokens.org/#/?token=63acb4ab506621ccc2e44e66c98944e441cdbbc042aa57421e79588dc6ab8079
2,83,73.72198517,436,https://ergotokens.org/#/?token=66317c409abc4adc7c13d81b36bc1ab4c5c52cc0f54fdcf38e75cff22d78339c
2,84,75.55453494,366,https://ergotokens.org/#/?token=674f54bce8f9c99e42cc8d26a3d1a96160d8c2222fc3113ad5bd984832f10c9a
2,85,74.09976427,418,https://ergotokens.org/#/?token=6782a591eb39095ea675be58d86f8e3ddabbe5f4f10a69e782ff8a93c8a95803
2,86,63.62655942,1119,https://ergotokens.org/#/?token=6906fc3164e4baefbfedcf41eed23b148918cbc2d222468e812b247a9f3100ff
2,87,69.06349498,718,https://ergotokens.org/#/?token=6cd824224ddb529fc1c81a73c716ad21ab4600aeed2cb17f8b53dbc4df0c982c
2,88,65.21561735,1012,https://ergotokens.org/#/?token=6e616f780bc22c17c31012fa8905934157d0a809602f8991deb4489ebae4334c
2,89,72.01188673,541,https://ergotokens.org/#/?token=7058f921cd95c6f84322c4ba8ee92eb068686efd8a11d82f3c44b589b95b3d18
2,90,81.32112461,158,https://ergotokens.org/#/?token=709404cb21a91694f9ed687d4d80995ab45203eea9ce825d597e4b96df382df6
2,91,57.20196528,1465,https://ergotokens.org/#/?token=70d4615d42cec566bcf3695b1b0411e7d429e08de40c77a9b7a6d4cdbe17d425
2,92,64.88917348,1038,https://ergotokens.org/#/?token=725d170a066e45cb20e753210c8ff237ce81f8b8e515e2767d415d0a30156b8b
2,93,61.27472933,1280,https://ergotokens.org/#/?token=7313042c16bf50a6e61e188dda381935c630e1382bbbb350eec8637dcb95fbd1
2,94,63.06420346,1160,https://ergotokens.org/#/?token=73142be13954618a0704f3f475d0cc12a8470074068e0e82c2be00d14054c03b
2,95,92.8510128,20,https://ergotokens.org/#/?token=740376796f7699231f2594bbabd79e0d2f3e2d5e7bfd6c24ff6f0d75e4b007dd
2,96,74.29595436,411,https://ergotokens.org/#/?token=764b116fe7e25dd27f7211567530896547f902ca1ae14f984e2a6aaccc92e57a
2,97,67.61520553,844,https://ergotokens.org/#/?token=7977cd960c1db8d2def442168e7105b86f8f250e7e43ebb3d70a910a085acac7
2,98,70.54307526,630,https://ergotokens.org/#/?token=7a313cf61de119e34a7a4c0079adc143707b72fae391f5f447c9f3e59cfdcf16
2,99,67.30354494,868,https://ergotokens.org/#/?token=7dbc6750e051a6a8f0ff585cf1be95a9eb4a62a4dbcbc28edaaa9c563de0fc32
2,100,69.95917263,659,https://ergotokens.org/#/?token=7e4dcea3efb5949b3846ad1ca23bafcbf69d0b5b760ee3b9861728cfb1fbd7b2
2,101,73.25321407,460,https://ergotokens.org/#/?token=7f21d7740ec5a710f8388e10148beaab1379c8bcc3e143fbda427f4493b06579
2,102,60.63845908,1317,https://ergotokens.org/#/?token=8200b8efc5f3a62f5c870e7ac3676212ed4b4ff9f7308bccc6ebebf5a1ae0d78
2,103,65.00813527,1030,https://ergotokens.org/#/?token=82bd10b983028a11365787614b6652cced0c68a714ab1295bda105fe854468ee
2,104,79.64641476,207,https://ergotokens.org/#/?token=834041d51addac5577ad32fcf43add2bf79c62e63fbb72b3007702d943986f90
2,105,68.81241321,737,https://ergotokens.org/#/?token=848211d9ea503cdc60d3b0960d3404c7ae18678859c8c1b1cf0c96bda6830d8c
2,106,70.07425046,655,https://ergotokens.org/#/?token=87dddf43979abee745de6401c5333b440f0125224ce7a908b190127ca6b3a9b8
2,107,71.1862608,589,https://ergotokens.org/#/?token=89dd825db033d72df80283ae164002714427bf2e3119fdb3ea28dbec383233af
2,108,65.29598122,1004,https://ergotokens.org/#/?token=8ce6e02d099ceb1075c2ec67fed19e6447b9dd9cbcbde89c3a448c27d9de3c2c
2,109,58.92776427,1407,https://ergotokens.org/#/?token=91faf5b9ffd7c67a0d53df0b936aed135fd127e76f57288b85fae7362c9eb1c9
2,110,72.08097438,537,https://ergotokens.org/#/?token=9494a174bac1410146366e5669c022488cdc098c3c7b61b863b9f3aa6696fdbf
2,111,63.1633073,1146,https://ergotokens.org/#/?token=954587ccc754b10acd36f9218a14d6716b6770b895711acccb8de8b80d95b0f7
2,112,68.18462905,793,https://ergotokens.org/#/?token=991ce53082c218a61b2d96d425bfaf48c24d2347ab244b114f4ba853b7aa68f9
2,113,59.58868057,1380,https://ergotokens.org/#/?token=9b88c20886983864080e903a31ccca5089079d6f96769cfce5759639008f891d
2,114,77.33059916,285,https://ergotokens.org/#/?token=9bf7ded473bd8c56b84cf55f67ec867b7fa960eab586486b3f7e90c810ca6818
2,115,87.63516908,57,https://ergotokens.org/#/?token=9d6cd048c68a21d817c7136b4d0f01da4ef8f626beb12f49ceb492b6e5aea6f1
2,116,60.06452479,1350,https://ergotokens.org/#/?token=9e5404da6ab08421d514ba20d64e9a7bcd1643e2a89057386f7997f252044ff9
2,117,68.59644155,756,https://ergotokens.org/#/?token=9f482f3d772defae10e11eff24a996615a985970f12709336bbe14450b7efb9b
2,118,69.50414839,690,https://ergotokens.org/#/?token=9f7da2eecb8ae1b58921277d69350b39971760421624399d918a25ad04777cf7
2,119,62.84983343,1171,https://ergotokens.org/#/?token=a12a69b0246df5c61ecbe50d0c4a73bf0452f936f3514a928a063cd2a2f7ed88
2,120,63.60841451,1120,https://ergotokens.org/#/?token=a6fd62d4c7f0dabcff9b488a7a4e65a7e7b5978cbeee347ad38f164bf481b486
2,121,69.17243891,713,https://ergotokens.org/#/?token=a743b1f5170f30de3359c670ca23c60a78d5e9a5170e09e010332d815288c613
2,122,67.5639713,846,https://ergotokens.org/#/?token=a7bcd67fffba1e3345ac2202a892b7865a4e38ae78d980beb6c37cd1fec16847
2,123,81.8878419,142,https://ergotokens.org/#/?token=a8383b1f1e476bc248281b75c2a0f4d4f9ccaa708ec354c7d83f44d1ad00b2da
2,124,70.15864897,649,https://ergotokens.org/#/?token=a8aeedf5f55008cbb496095579f47d117c8aba1628d09cf4da8ccd9794744a90
2,125,84.54982202,90,https://ergotokens.org/#/?token=ac1651d2bb28d9f704ecd7e23a5aaf113a780741adb24c16c1cd590dec21b956
2,126,73.50572307,446,https://ergotokens.org/#/?token=ae28942cac5b74c5a911e4484f4f61e244ef8620959812b1e59e02ef6c9c4c96
2,127,61.19278067,1286,https://ergotokens.org/#/?token=af8096e2076269d505316a5497b0a7205e00078de0e466d5fc6863d0ad24f0e7
2,128,72.96513047,476,https://ergotokens.org/#/?token=afd8449975353f1b7fb966a88728d143e28cb95226fbb29fe356c0e14814d79a
2,129,64.67958596,1057,https://ergotokens.org/#/?token=b25a9324a6709a181fce3cd3df9629d13770e5018fd993934731f34e0327fc8c
2,130,67.23298826,877,https://ergotokens.org/#/?token=b34e5caa2e81bd5ab79bf49cdfda48a990077df5eba19aefe28222323502e5ef
2,131,55.45662945,1493,https://ergotokens.org/#/?token=b3dc6dc539f0f6f7ab467e1f8e977b87fd99a6271a02357a95c18377ab6d72c2
2,132,66.67547257,916,https://ergotokens.org/#/?token=b6a27e0ceb629c0f9ee31983da65a824fc32b98eb58742671cfc9907f54f4882
2,133,65.80855481,970,https://ergotokens.org/#/?token=b90adb9595e2ce115e1b62ce5aeeab847df0ce9188d6cf66afab7d52b39dc3df
2,134,72.01837561,540,https://ergotokens.org/#/?token=ba02bbd3b76edc6fda31367a5c230d38f785217b16a646ab95fd7866362e7e85
2,135,62.33316033,1205,https://ergotokens.org/#/?token=bb3c906ee0c001f682f949310334014c44a733be2453dbd485958af04cc9e0a3
2,136,84.35726364,95,https://ergotokens.org/#/?token=bcc2dd2ede8dfbf4cce7eaab47aa4702e2e093eae951e19ae2fbca836fc6794b
2,137,60.79154161,1306,https://ergotokens.org/#/?token=bd45d7c4011d894c657d34f1f7b589ef2397944fb92041a678740b3e152ddb2b
2,138,67.20862091,880,https://ergotokens.org/#/?token=be614aeef8b298d109b787b268088bf6ad0096a107063ff726aa251627320d8e
2,139,60.62768659,1318,https://ergotokens.org/#/?token=be74db1d0e850a3eb9464c33b0b204bbd6cd80b2b63a91a5d7dc775b83c481ed
2,140,63.26132475,1142,https://ergotokens.org/#/?token=c0979fddd0267ba54ef6844526eac809b43c9a3d8c2a3225285e37e7c7ff400f
2,141,69.86744425,662,https://ergotokens.org/#/?token=c0cd5b259050b29f631fd0f4f97685a9cef2fce170a1379c87905427b1e102bb
2,142,77.63012609,274,https://ergotokens.org/#/?token=c1755f22af9752b9fbbf54b905e8125a065c5ead9d71e51eb9d46438740571aa
2,143,60.86020823,1303,https://ergotokens.org/#/?token=c2b2575d18c3ee48e918bb1946b80cf9584f3f862639e75e5574ac69a8734081
2,144,64.40768891,1071,https://ergotokens.org/#/?token=c3eb4806f05006d80d36c2e23cdd7ceea256d5d2ce77184c3117b76541fe3eb5
2,145,73.5522599,442,https://ergotokens.org/#/?token=c4292ab6b882e92a7033de5693736701bcd59d14e2d5c7f1e31c8152b900ce02
2,146,79.28779858,225,https://ergotokens.org/#/?token=c60198b13b5f05551dcf62f55f1ba576a749e1a733b08d4a93de884ccb48d507
2,147,67.34499892,867,https://ergotokens.org/#/?token=c638ef5b3e15f7d6bad8ae0cff465b59909a362fb513c9bc6fc9bb8b2997bf2f
2,148,80.03969375,193,https://ergotokens.org/#/?token=c7b034452cbc0076b3214adda3719a70a25f488ae4d8df26bc5de57dcdf6411c
2,149,77.51668772,279,https://ergotokens.org/#/?token=c8ed20d60cc7907811913d067f4594a62b4aedba48e311590807a615991a8fb3
2,150,58.68440446,1418,https://ergotokens.org/#/?token=c9505994921f39a5615e2ec41f45e0a1667d8630446245baa6cbd778a7444da3
2,151,79.70801521,205,https://ergotokens.org/#/?token=c97d9a02b1201d18db0686821e2a6cf9f8e336ed0cee17594d87243f26843656
2,152,69.38075074,698,https://ergotokens.org/#/?token=ca9ba0d81c4d704a836d0087d0f804ff4db34a30e4842244fe497c98101a1e7b
2,153,97.6877304,5,https://ergotokens.org/#/?token=cc2f16d11c7e5342bf7b684e60a823a4b0a13062a4688013e2ad05bddf29f752
2,154,65.51133395,993,https://ergotokens.org/#/?token=ccc9680de595d135de906f2c28376405729000a8155e128be71bb0abdb9c2e07
2,155,58.16237315,1444,https://ergotokens.org/#/?token=ccd8165a3d68db57d478de3c7d8223e55327aedb4a7a2e2ef8eeea93920eb158
2,156,63.63363998,1117,https://ergotokens.org/#/?token=cdaa8695eaff4e0651292b66bbe7417a7b79f922b38be1a480634743490ee6db
2,157,62.64696514,1183,https://ergotokens.org/#/?token=ce43eb54e3dbf999d309ce19a2d5eed91560e13b64a7cfdc05d1eef826559abe
2,158,58.45687713,1430,https://ergotokens.org/#/?token=d09f31c5d84bc20a3cf42fd758390d8e185c19c1ed4aceef928ab9a566f360eb
2,159,68.37883887,775,https://ergotokens.org/#/?token=d0b49a067588b6c5fb48c7429ab376419dcd543cf591ca4dfe06c70c1bb0d8b8
2,160,61.50114186,1259,https://ergotokens.org/#/?token=d13634a45ae5de33ab20a958936da7eaa9cf2fb82300b886656cb0eb3e3d1d39
2,161,83.01522164,118,https://ergotokens.org/#/?token=d17772269c2f9597f68be9b6c1ec3ebdbaac3b4974211f80bf06e2d2ccbed891
2,162,80.93116584,168,https://ergotokens.org/#/?token=d3d1974f7e56fe3fca43f07dd6cd020413d3d2efc0207cb909fe4d0f21b377f5
2,163,67.02058635,893,https://ergotokens.org/#/?token=d54d2f44eb09eb2d7bd24507023ab347fa9b2df0be762a50b6c2362291ad4da7
2,164,68.86218331,734,https://ergotokens.org/#/?token=d66534f3d4c2d7a455d98318eccc3ea921e0761e6203edc1f128d1c078ea9694
2,165,63.84121396,1105,https://ergotokens.org/#/?token=dca1122682673e3d6c4ad25a22c5c40ae1267a79cd1e99f9821106eed8a91c7b
2,166,64.40172796,1072,https://ergotokens.org/#/?token=df3b35884d93e60e01c7f7dc757b9947a6455c95d8cb681d87b6c654069db55b
2,167,59.03971348,1402,https://ergotokens.org/#/?token=dffbfb081b8a7bd26e68bd5a31b730363e8d2fb860ce97d71216dd119e7073f8
2,168,58.47230586,1427,https://ergotokens.org/#/?token=e24f05de9bba12fa19dc162a0594a86b7a8950c9d6b2707ce0512ff66728fdf3
2,169,99.53218795,4,https://ergotokens.org/#/?token=e318806dcdef681803954427ed432760e072474b785950b0997104f0acd4e834
2,170,72.42764457,509,https://ergotokens.org/#/?token=e3572fb13727a53bd95a7b16c310c4f5154e3e8707984057ecf6d4f269e95a0c
2,171,78.46334002,248,https://ergotokens.org/#/?token=e36f77713bddd295cc8a97012213b122848947e5ebecfe5b9fc89c9af9cccb90
2,172,67.44322474,859,https://ergotokens.org/#/?token=e4a1a0e96eac98335d667213bb70c19e4358e94bc7ca1ff1381d740237a49256
2,173,70.99455787,603,https://ergotokens.org/#/?token=e5af2ae29fd6a5a898bebed2c846a875a1bd976afb0e1ed21ba832ad43594ffa
2,174,67.97296796,815,https://ergotokens.org/#/?token=e697823cc7dc54b794390ea78f0e43fab2e56abe03597488845646ae76896b1d
2,175,78.23406654,258,https://ergotokens.org/#/?token=e7099f2b647b804eea56bc2af517adf66c1bb7d73ad403fb856c276a6fad72e5
2,176,81.94352056,141,https://ergotokens.org/#/?token=e7386e3c18cb299d4e58e976a56159e509e02cbb3b754355b4345dbcca7c3a95
2,177,75.75012241,355,https://ergotokens.org/#/?token=e8232ce0544b87ade993338bfaf308c5a57cb0bc4e09d4074d720e14a6f9a63c
2,178,71.48869742,575,https://ergotokens.org/#/?token=e88583106ec764d210bef05024c870426eecb7f411540869a9b503145cc11058
2,179,60.77083218,1308,https://ergotokens.org/#/?token=ea9c29622182e1dc36d2a0bc25f9ea15b669c7ba8aa132f54e7945ee970c291e
2,180,56.30748281,1484,https://ergotokens.org/#/?token=eb659f907d825abaf8696aee0e6519cc7769623735b3a3cc19f4147378c60904
2,181,61.06339081,1292,https://ergotokens.org/#/?token=ee7b2701d5e711d960d74e5e213daed178f57d23c8ed79110359c39abea96565
2,182,56.89971817,1470,https://ergotokens.org/#/?token=ee86715b22fb0ad1891d508168caa4e33f4ecdb6fa99b8c61cbb9839fd8b7628
2,183,68.74565819,747,https://ergotokens.org/#/?token=eed1136d24d1f807a9c9eb45ea462b5911b76e38e3bfca3f07989a6bf3566cfe
2,184,68.20307515,790,https://ergotokens.org/#/?token=ef87563d47e4537702e3a5f8bce685f8ff733449ec459f8e4c755afb3caddb0b
2,185,68.11893891,798,https://ergotokens.org/#/?token=ef8d924ef4b284bb8dd588dc08ffa4a36ca98aab7ba00ab54301a9cbcbe8473d
2,186,84.13988975,101,https://ergotokens.org/#/?token=f17ed3c4b0ab40094c1f1120ee58603438a714f823b08461445d583e675e1ad3
2,187,75.7790569,352,https://ergotokens.org/#/?token=f1f4d8af032eaac743be3ab2f2e5e8e47fd2f0b33c9a198680aee6eb546f8a37
2,188,78.04159873,266,https://ergotokens.org/#/?token=f21e0ef2d7c62f033045208c0c855db218a3c3ccbdfb0829837d33dc8f9513a3
2,189,79.93522211,196,https://ergotokens.org/#/?token=f291a6ba6122f799f89fe19948895d559c3e30f6fd444edd2f6156d77ca99d97
2,190,68.2258755,786,https://ergotokens.org/#/?token=f308d9cfb1a30ec1c15212a7ac918c1e2001dbd376d95d94ce04a2f28ae2a8de
2,191,66.63190196,920,https://ergotokens.org/#/?token=f6eeed0be4763810e100d7da2f869a65e6721587b440b72afe4e30e4ed3ffb53
2,192,68.05150977,804,https://ergotokens.org/#/?token=f73e2eff5594764fc41b1a1871aaf00ee334948e427753f18b2f3692bd240cf8
2,193,72.30182159,517,https://ergotokens.org/#/?token=f97ead7d2df149bb34b8d507dadf0ad8f484602afbec878181e27f986e376b2e
2,194,59.36001744,1391,https://ergotokens.org/#/?token=ff09da47281203ab504197ab55f84f93f5d6c0d5e888845352348a314b9ef0a6
2,195,61.87006254,1235,https://ergotokens.org/#/?token=014301a6085603a48eb687abab185819d889416585cd14bdb22f10608b24993c
2,196,88.48722269,48,https://ergotokens.org/#/?token=027c286a14d15905db9051de2fa08e027996e938831f56304de9915d3a9a1887
2,197,73.86711796,429,https://ergotokens.org/#/?token=029a149aaf7a7153c85ee4cea13e2e040f5ea676f1252706247691cc110d6911
2,198,76.89246066,298,https://ergotokens.org/#/?token=02bdf2e9b62fef0c8a4f0f3933effe64698719d91f394dc51f92b79a13102f08
